Tue Jul 13 17:28:26 2021    output2.dat

         9700 function calls (9465 primitive calls) in 0.705 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:158(_new_arena)
        3    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:267(getuntil)
       10    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\sharedctypes.py:135(rebuild_ctype)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
       30    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:115(Heap)
       10    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\process.py:213(authkey)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\sharedctypes.py:103(synchronized)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\weakref.py:287(update)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:235(_absorb)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:840(clear)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1095(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\weakref.py:485(popitem)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\_compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:145(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\functools.py:517(decorating_function)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\tempfile.py:124(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:114(_make_name)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:781(create_module)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\functools.py:839(register)
        9    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:441(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:250(_remove_allocated_block)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:971(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1527(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:322(BufferWrapper)
        8    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\sharedctypes.py:39(_new_value)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1515(<setcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\collections\__init__.py:419(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:188(_malloc)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\tempfile.py:766(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\enum.py:852(__and__)
       10    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\spawn.py:45(get_executable)
       11    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\util.py:44(sub_debug)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:335(create_memoryview)
        5    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        8    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.addressof}
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\random.py:116(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\enum.py:289(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:461(_get_literal_prefix)
       10    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\process.py:189(name)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\popen_spawn_win32.py:38(Popen)
       15    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:598(_code)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:224(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\pkgutil.py:269(ImpLoader)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:319(CDLL)
        3    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:502(CFunctionType)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:197(Handle)
        2    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
       16    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\functools.py:478(lru_cache)
        8    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:31(Arena)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:170(_discard_arena)
        1    0.000    0.000    0.001    0.001 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\re.py:250(compile)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\sharedctypes.py:182(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:437(LibraryLoader)
        3    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:501(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\_compression.py:9(BaseStream)
        8    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1407(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\types.py:171(__get__)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\enum.py:580(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:368(_FuncPtr)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:384(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\util.py:182(Finalize)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\sharedctypes.py:216(SynchronizedArray)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\heap.py:152(_roundup)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\runpy.py:25(_TempModule)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\sharedctypes.py:180(SynchronizedBase)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\sharedctypes.py:238(SynchronizedString)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:154(py_object)
        4    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\pkgutil.py:195(ImpImporter)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\reduction.py:43(register)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:397(PyDLL)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:174(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:321(Event)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\sharedctypes.py:212(Synchronized)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\runpy.py:48(_ModifiedArgv0)
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:782(is_package)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:646(_use_posix_spawn)
        2    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\enum.py:683(value)
        2    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:196(c_double)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:428(OleDLL)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\_endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\util.py:48(debug)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\runpy.py:165(_Error)
        1    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_left}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:210(c_longlong)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:406(WinDLL)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:415(HRESULT)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\util.py:52(info)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\popen_spawn_win32.py:22(_path_eq)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\context.py:187(get_context)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:214(c_ulonglong)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:228(c_byte)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:249(c_bool)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\Jordan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:192(c_float)


